http://ktkc.lt/studijos-ir-ansambliai/folkloras/vaiku-tautiniu-sokiu-ansamblis-kalvelis-4-19-m/,"[<HTTPError 403: 'Forbidden'>, 'http://ktkc.lt/studijos-ir-ansambliai/folkloras/vaiku-tautiniu-sokiu-ansamblis-kalvelis-4-19-m/', 'ERROR']"
https://plungeskc.lt/meno-kolektyvai/vaiku-ir-jaunimo-tautiniu-sokiu-ansamblis-zirgineliai/,Vaikų ir jaunimo tautinių šokių ansamblis „Žirginėliai“ » Plungės kultūros centras
https://www.vgtu.lt/sporto-ir-meno-centras/kontaktai/meno-skyrius/tautiniu-sokiu-ansamblis-vingis/298250?lang=1,Kontaktai | Sporto ir meno centras | VGTU
https://www.vmlr.lt/activities/tautiniu-sokiu-ansamblis-malunelis/,"Tautinių šokių ansamblis ,,Malūnėlis"" - Kauno vaikų ir moksleivių laisvalaikio rūmai"
https://lvjc.lt/veiklos/ugnele/,„Ugnelė“ - Lietuvos Vaikų ir Jaunimo Centras
https://lsmuni.lt/lt/struktura/kiti-padaliniai-ir-organizacijos/kulturos-centras/tautiniu-sokiu-kolektyvas-dzigunas.html,Tautinių šokių kolektyvas „DŽIGŪNAS“ | LSMU
http://www.vingieciai.lt/kontaktai/,"Vilniaus Gedimino Technikos Universiteto Tautinių šokių ansamblis ""Vingis"" – Kontaktai    "
http://birstonokultura.lt/jaunuoliu-tautiniu-sokiu-kolektyvas-kupole/,"Jaunuolių tautinių šokių kolektyvas ,,Kupolė"" | Birštono kultūros centras |"
http://birstonokultura.lt/kolektyvu-vadovu-kontaktai/,Kolektyvų vadovų kontaktai | Birštono kultūros centras |
http://menucentras.vdu.lt/kolektyvai/zilvitis/,VDU Tautinių šokių ansamblis „Žilvitis“ - VDU Menų centras
https://lazdijai.lt/lit/Meras-pasveikino-tautiniu-sokiu-kolektyva-/13129568,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)>
https://rekvizitai.vz.lt/imone/tautiniu_sokiu_ansamblis_sietuva/,Tautinių Šokių Ansamblis Sietuva. Rekvizitai.lt
https://rekvizitai.vz.lt/imone/marijampoles_tautiniu_sokiu_ansamblis_jotvingis/,Marijampolės Tautinių Šokių Ansamblis Jotvingis. Rekvizitai.lt
https://www.marijampoleskc.lt/zelsvos-skyriaus-vyresniuju-tautiniu-sokiu-kolektyvas-zaltytis/,Želsvos skyriaus vyresniųjų tautinių šokių kolektyvas „Žaltytis“ – Marijampolės kultūros centras
https://www.marijampoleskc.lt/senjoru-sokiu-kolektyvas-jotvingiai/,Vyresniųjų tautinių šokių grupė „Jotvingis“ – Marijampolės kultūros centras
http://www.zvejurumai.lt/lt/kontaktai,Žvejų rūmai
https://www.15min.lt/gyvenimas/naujiena/seima/unikalus-tautiniu-sokiu-kolektyvas-dziaukis-jie-megaujasi-tuo-ka-daro-1026-1225558,"Unikalus tautinių šokių kolektyvas „Džiaukis“: jie mėgaujasi tuo, ką daro | Gyvenimas | 15min.lt"
http://sokiusvente2016.org/lt/kontaktai/,            Kontaktai - XV Lietuvių Tautinių Šokių Šventė 2016 | XV Lithuanian Folk Dance Festival 2016        
https://m.facebook.com/202707779755535/photos/a.396767717016206/396767767016201/?type=3,"LIETUVIŠKI RENGINIAI AMERIKOJE - AITVARAS – tautinių šokių grupė, Portland, OR. Kontaktas Vilius Žalpys, zalpiai999@aol.com | Фејсбук"
http://silaleskc.lt/mainytinis-tautiniu-sokiu-festivalyje-ignalinoje/,Mainytinis tautinių šokių festivalyje Ignalinoje | Šilalės kultūros centras
https://www.vilniuskc.lt/darbuotoju-kontaktai/,Darbuotojų kontaktai – Vilniaus Kultūros Centras
http://sietuva.vtdko.lt/,VTDK Tautinių šokių ansamblis SIETUVA -
https://www.santara.kaunas.lm.lt/ugdymas/tautiniu-sokiu-kolektyvas/,Tautinių šokių kolektyvas “Santariečiai” – SANTAROS GIMNAZIJA
http://zemkalniogimnazija.lt/index.php/tradicijos/tautiniu-sokiu-festivalis/,Tautinių šokių festivalis – Panevėžio Vytauto Žemkalnio gimnazija
https://kultura.birzai.lt/sokiu-grupe-raitytinis/,Jaunimo tautinių šokių grupė „Raitytinis“ - Biržų kultūros centras
https://sakiukc.lt/kontaktai/,Kontaktai — Šakių Kultūros Centras
https://anyksciukc.lt/merginu-tautiniu-sokiu-kolektyvas-saulasare/,Merginų tautinių šokių kolektyvas „Saulašarė“ • Anykščių kultūros centras
http://kcelektrenai.lt/kolektyvai/tautiniu-sokiu-kolektyvas-vijunas/,Tautinių šokių kolektyvas „Vijūnas“ - Elektrėnų kultūros centras
http://www.druskininkukulturoscentras.lt/kolektyvai/,Kolektyvai – DRUSKININKŲ KULTŪROS CENTRAS
http://www.radviliskiokc.lt/tautiniu-sokiu-grupe-patrepselis/,Tautinių šokių grupė „Patrepsėlis“ - Radviliškio miesto kultūros centras Radviliškio miesto kultūros centras
https://kariuomene.kam.lt/lt/kariuomenes_struktura/ramove_844/vilniaus_igulos_karininku_ramove/meno_kolektyvai/tautiniu_sokiu_ansamblis_bdquonerisrdquo.html,HTTP Error 503: Service Temporarily Unavailable
https://www.mruni.eu/lt/universitetas/struktura/estetinio_ugdymo_centras/sokiu_studija/tautiniu_sokiu_kolektyvas_skalsa/,Tautinių šokių kolektyvas „Skalsa“
http://www.kedainiukulturoscentras.lt/skyriai/vilainiu/vilainiu-skyriaus-kolektyvai/,Kėdainių kultūros centras  |  Vilainių skyriaus kolektyvai
