https://irishdancebelgrade.rs/en/contact-us/,Contact Us - Irish Dance Belgrade,1
https://www.echoesirishdance.com/contact-us/,Contact Us – Echoes of Erin – School of Irish Dance,2
https://www.facebook.com/irishdancebelgrade/,Irish Dance School Belgrade - Почетна страница | Фејсбук,3
https://www.irishdanceparty.com/contact-us/,Contact Us - Irish Dance Party,4
https://irishdancepro.com/pages/contact-us,Contact Us | Irish Dance Pro,5
http://www.erinsfiddle.com/en/classes/adults,Erin's Fiddle - Adults,6
http://cnyirishdance.com/,McDonald School of Irish Dance | cnyIrishDance.com,7
http://www.mcelhattonirishdancing.com/,McElhatton Irish Dance,8
https://www.irishdancemackay.com/contact,Contact | irishdancemackay,9
https://www.gregoryacademyirishdance.com/contact,Contact | Gregory Academy of Irish Dance,10
https://www.ccirishdance.com/contact,Contact | gildea-irish-dance,11
https://www.rohanmurphyirishdance.com/contact-us-1,Contact us — Rohan Murphy Irish Dance Academy ,12
https://learntoirishdance.com/contact/,,13,ERROR: HTTP Error 409: Conflict
http://www.roisinmullins.co.uk/irish-dance-academy/4593084861,Irish Dance Academy - Roisin Mullins Official,14
https://www.murchuirishdance.com/contact,Murchu Irish Dance| Contact,15
https://www.ncbi.nlm.nih.gov/pubmed/20214850,Calculation of Muscle Loading and Joint Contact Forces During the Rock Step in Irish Dance - PubMed,16
https://www.celtica-academy.com/contact,Contact | CELTICA Irish Dance Academy,17
http://www.dannsaclan.com/about,About — DannsaClan School of Irish Dance,18
https://www.faheyirishdance.com/contact,Contact | faheyirishdance,19
https://www.researchgate.net/publication/41848093_Calculation_of_muscle_loading_and_joint_contact_forces_during_the_rock_step_in_Irish_dance,(PDF) Calculation of muscle loading and joint contact forces during the rock step in Irish dance,20
https://www.mattierin.com/,HOME | mattierin,21
https://www.cashelacademy.com/,Home - Cashel Academy of Irish Dance,22
https://scoilrincebranwen.com/instructors/,Irish Dance School - Instructors - Scoil Rince Branwen,23
https://www.irishdance.co.nz/contact-us/,Contact Us | Irish Dance | Home of Traditional Irish Dancing in New Zealand,24
https://www.milleririshdance.com/contact,CONTACT | miller-irish-dance,25
http://www.trinityirishdance.com/contact/,Contact | Trinity Irish Dancers,26
https://www.irishdancing.com/index.php/customer-service/contact-idm,Contact IDM - Irish Dancing Magazine,27
https://www.irishdanceinutah.com/contact/,Scariff School of Irish Dance  Contact & Locations,28
https://www.trilliumirishdance.com/contact,    Trillium Academy of Irish Dance | Contact Us  ,29
https://www.mcinerneyirishdance.com/contact-us,Contact Us | McInerney School of Irish Dance,30
http://darcyirishdance.com/contact/,,31,ERROR: HTTP Error 406: Not Acceptable
http://www.dmairishdance.com/361182242,Contact Us - www.dmairishdance.com,32
https://www.irishdancesouthamerica.com/contact/,Contact Us - South American Irish Dance Association,33
https://siamsairishdance.com/contact,Contact SRG - Siamsa Rince Gaelach Irish Dance,34
https://www.danceireland.ie/contact/,Dance Ireland staff contacts - Dance Ireland,35
https://www.aspireirishdance.com/contact-us/,Contact Us - Aspire,36
http://www.breffniacademy.com/contact.htm,contact,37
http://mcdonnellirishdance.com/?page_id=4,Contact Us - McDonnell School of Irish Dance,38
https://runsignup.com/Race/PA/Wayne/SKSIrishDance,SKS Irish Dance,39
http://www.irish-celtic.com/the-show.html,The show,40
http://neweacademyofirishdance.com/contact-us,,41,ERROR: HTTP Error 406: Not Acceptable
https://osullivanirishdance.co.nz/contact-us/,,42,"ERROR: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'osullivanirishdance.co.nz'. (_ssl.c:1108)>"
http://www.irishdancebaltimore.com/contact,Contact Us — O'Connor School of Irish Dance,43
https://www.buffaloirishdance.com/contact-us,Clann Na Cara Irish Dance - Contact Us,44
http://www.gealach-gorm.de/english/kontakt_e.html,Gealach Gorm - The Magic of Irish Dance - Contact Data,45
http://www.warnockseeryirishdance.com/contact.html,Contact - Warnock Seery School of Irish Dance,46
https://www.mcgrathirishdance.ca/contact-us.html,,47,ERROR: <urlopen error [Errno 104] Connection reset by peer>
https://www.clanheather.com/contact,"Clan Heather Dancers, Contact, Scottish Highland & Irish Dance School",48
https://www.mccormackirishdancers.com/contact/,"McCormack School Of Irish Dance, Sherwood Park AB | Contact Us",49
https://www.osullivanirishdancing.com/contact-us/,Contact & Links | The O'sullivan School of irish dance,50
http://www.mactiririshdance.com/,Mactír Academy of Irish Dance,51
http://www.mcneillacademy.com.au/contact/,CONTACT - McNeill Academy of Irish Dance - McNeill Academy of Irish Dance,52
https://www.shelleyirishdance.com/contact_us.htm,The Shelley School of Irish Dance - Contact Us,53
https://www.irishdancephotography.com/contact-2/,,54,ERROR: <urlopen error timed out>
http://www.keigheririshdance.com/contact.html,,55,ERROR: HTTP Error 409: Conflict
https://clannliracademy.com/contact/,,56,ERROR: Remote end closed connection without response
https://teelin.com/contact-us/,,57,ERROR: HTTP Error 409: Conflict
https://www.ericksonirishdance.com/contact-us/,Erickson Irish Dance - contact-us,58
http://www.ravenirishdancetroupe.com/irish-dancers-for-weddings/4591009695,IRISH DANCERS FOR WEDDINGS - Raven Irish dance troupe,59
https://riverdance.com/faq/,FAQ | Riverdance,60
https://www.trinityirishdancecompany.com/connect/,,61,ERROR: The read operation timed out
https://rincenatiarna.com/contact/,Contact – Rince na Tiarna | School Of Irish Dance | Offering Irish Dance Classes In Buffalo & Erie,62
https://feis.app/contact,Beat - Feis Music - The Ultimate Irish Dance Music APP - Contact,63
https://www.cass-barrington.com/contact-us.html,"Contact Us About Irish Dancing - Cass-Barrington Irish Dance Houston, TX",64
https://www.brooklynirishdancecompany.org/contact,Contact — Brooklyn Irish Dance Company,65
https://www.baffairishdance.com/contact,CONTACT | baffairishdance,66
